timestamp,sensor_00,sensor_01,sensor_02,sensor_03,sensor_04,sensor_05,sensor_06,sensor_07,sensor_08,sensor_09,sensor_10,sensor_11,sensor_12,sensor_13,sensor_14,sensor_16,sensor_17,sensor_18,sensor_19,sensor_20,sensor_21,sensor_22,sensor_23,sensor_24,sensor_25,sensor_26,sensor_27,sensor_28,sensor_29,sensor_30,sensor_31,sensor_32,sensor_33,sensor_34,sensor_35,sensor_36,sensor_37,sensor_38,sensor_39,sensor_40,sensor_41,sensor_42,sensor_43,sensor_44,sensor_45,sensor_46,sensor_47,sensor_48,sensor_49,sensor_51,Operation,day,day_name,day_of_year,week_of_year,hour,is_weekday
2018-04-01 00:00:00+00:00,147.270375,2913.36793,3188.5415236560057,2773.524220339355,38047.2245,4544.18636,801.83005,969.7264299999999,942.1513600000001,905.19392,2506.58794,3083.61966,2183.91753,109.112824,25204.5866,27768.0869,27798.8727,152.714355,39929.3542,23953.0088,52758.3781,29969.3994,58721.1368,37645.4635,44422.9179,50944.016,26970.0966,46887.7305,42064.5124,39194.9066,45045.8314,41991.9731,27413.0391,10057.9547,19842.1512,11937.7456,5383.13924,2704.94773,1973.1769299999999,4261.45816,1901.8228172662357,1926.5623665942392,2420.31229,2326.3888144323732,3003.18286,2827.54632,2358.7962551660153,11847.5114,4690.10433,12601.8518,0,1,Sunday,91,13,0,7
2018-04-01 01:00:00+00:00,147.254637,2880.94611,3186.4147932775873,2756.1196937561053,38054.1663,4473.95323,815.58151,969.4008699999999,942.76623,905.54113,2421.16924,3154.60941,2235.05273,112.182106,25213.6189,27770.9117,27796.7973,152.757221,39931.3726,23959.2699,52767.1245,29981.7223,58761.9259,37643.7714,44386.4462,50957.5372,27097.6495,46807.1522,41992.3678,39399.5364,44777.6022,41731.1342,27625.614,10184.18,19903.3366,12243.6123,5945.41987,2890.88524,1944.27071,4155.20814,1964.8435299999999,1973.1769271118167,2392.70811,2593.1713,2839.9884700000002,2632.52312,2358.2175624401857,10841.1461,4403.06712,12224.2472,0,1,Sunday,91,13,1,7
2018-04-01 02:00:00+00:00,147.217251,2939.58319,3180.6422432275394,2735.5901437060547,38065.6243,4501.01258,815.7985,969.6468199999999,940.068,905.5339,2430.38339,3096.05346,2213.84679,110.210813,25216.0411,27798.4693,27803.1375,152.83548100000002,39955.3748,23963.1823,52789.078,29979.4232,58782.367,37656.1544,44432.7463,51004.5246,27203.5799,46834.6585,42139.2462,39746.7588,45631.7687,42282.2883,27678.0844,10151.8556,19906.6397,12138.153,6306.72435,2858.072750926514,1855.4686691735844,3951.56231,1992.1873531427007,1936.4581996368413,2396.3539532971195,2533.85411,3054.10881,2906.8287220617676,2308.7383938378903,10416.9562,4550.92593,12599.8262,0,1,Sunday,91,13,2,7
2018-04-01 03:00:00+00:00,147.274309,2919.27078,3178.55909,2713.107513945312,38005.0193,4395.38262,816.26149,969.56,941.31948,905.49048,2388.17612,3291.70083,2294.49695,107.861451,25222.7125,27772.2809,27800.8249,152.97547600000001,39941.5567,23964.4674,52816.1533,29969.3228,58773.1923,37661.9724,44401.284,50988.2672,26871.258,46844.6586,41990.3777,39324.5368,44565.1022,41972.7262,27574.0862,10381.234,20248.1465,12101.0165,5796.95818,2523.69772,1841.92706,4086.45816,1874.4790831427006,1878.9062156677253,2377.6039499999997,3048.9004800000002,3224.82637,2733.5069868261717,2300.0577989807125,12263.3102,6278.35645,13360.8215,0,1,Sunday,91,13,3,7
2018-04-01 04:00:00+00:00,147.227091,2899.60931,3172.0919988647465,2707.8558295129405,38099.1892,4208.99011,815.11132,969.08983,942.12968,905.72194,2381.05204,3283.4104,2336.55381,112.735432,25226.0661,27762.7773,27799.5213,152.83181100000002,39343.4089,23591.1709,51964.6984,28775.544,58022.0743,37069.5381,43897.2117,49668.1138,26245.5578,46972.0208,42324.8778,39735.1851,46240.1014,42422.5581,28453.452,10734.5048,20559.8019,12233.1501,6394.4716499999995,2624.47896,1807.55207,4096.35394,1878.1249629882816,1858.5936578839119,2374.7393899999997,3398.72683,4153.6458,3554.39813,2311.921251683349,12785.0114,6850.69434,12698.4953,0,1,Sunday,91,13,4,7
2018-04-01 05:00:00+00:00,147.23496,2833.28988,3168.70629,2722.135312022705,38020.8324,4437.93084,816.1746400000001,969.7843,941.9343200000001,905.46882,2214.3581400000003,3030.08813,2186.13123,111.397667,25221.7112,27776.3225,27780.6495,152.617324,39031.875,23400.5563,51509.0123,26982.0029,56960.7105,36795.631,42783.8243,48006.4212,24092.5541,46748.6221,42038.5846,39370.8331,44789.0602,42151.8877,26995.1645,10902.249,20737.1177,12122.2756,6139.85141,2599.73937,2015.62486,3728.90605,1885.9374448956303,1871.0937032971196,2261.718564741211,3270.83337,3752.31482,2935.47451,2360.53238447876,11070.0232,5471.93291,12891.2038,0,1,Sunday,91,13,5,7
2018-04-01 06:00:00+00:00,147.259553,2827.60405,3161.02405,2701.7359865747067,38028.8189,4487.53424,816.18189,969.87109,939.64849,905.47605,2283.00003,3149.4656,2120.70378,98.668209,25213.5265,27767.5054,27787.8919,152.711653,38997.6327,23397.4428,51508.5801,26952.6599,56928.3915,36780.662,42013.2476,50778.2397,36739.738339999996,44346.9301,41983.6705,38480.5546,43604.6858,41791.6189,23899.9895,10735.3668,20462.7562,11704.3384,6039.22395,2657.5519,1986.7186,4129.4269,1815.3645550500491,1865.6249432971197,2324.739424741211,3306.4236100000003,3133.9699100000003,2524.3055343395995,2317.129586849365,12302.662,5936.92139,12681.1338,0,1,Sunday,91,13,6,7
2018-04-01 07:00:00+00:00,147.255618,2821.2239,3150.390582868653,2699.7829035864265,38021.0643,4412.65618,815.17641,969.24172,939.63394,904.94072,2304.91528,3154.90826,2192.70913,109.836331,25203.3285,27758.4929,27781.4998,152.639931,38989.097,23397.5143,51507.4583,26958.666400000002,56931.140699999996,36760.7458,41984.7786,50955.0978,25057.5152,45397.475,42074.7437,39632.8701,44908.852100000004,41691.0713,23898.5391,10462.2527,20405.6819,11816.58,6533.78929,2634.37476,2076.3019091735846,3735.15605,1846.0937031427006,1874.9998764398201,2322.1351999999997,3340.27775,3142.07179,2527.777790640869,2388.020804810791,14268.807999999999,6925.0577,12404.5139,0,1,Sunday,91,13,7,7
2018-04-01 08:00:00+00:00,147.233974,2790.01727,3147.1787873010253,2666.753374512939,38058.4487,4430.92933,801.03434,969.79152,940.69735,905.2879800000001,2335.5188,3107.10705,2134.85316,110.88952,25213.1072,27769.6557,27741.9283,152.257535,39006.3589,23399.6647,51547.8868,26969.4394,56973.2864,36791.0256,42037.0463,51001.651,16957.49698,46700.1408,42061.5927,39593.0548,45331.248,42120.5389,24145.6582,10337.2095,20139.0471,11810.9862,5965.41971,2669.53104,1904.16662,3834.11436,1847.3958072662358,1864.062391853028,2302.86442154419,3316.55093,3730.61341,2641.49308,2327.835605073242,11993.3449,6581.30765,12869.7916,0,1,Sunday,91,13,8,7
2018-04-01 09:00:00+00:00,147.229058,2786.06757,3137.2829476098627,2695.8766467834475,38151.0407,4396.17332,800.7522,969.69025,940.58888,905.23733,2418.11037,3161.38459,2231.10788,106.613494,25213.9791,27789.231,27791.3308,152.754609,39013.7769,23401.0356,51568.7498,26985.8284,56978.599,36768.8931,41987.0134,51005.9706,32271.5168,43941.318699999996,42036.9067,39546.7583,44496.3522,41905.1471,24122.7199,10241.8335,19562.9581,11549.0538,5403.94043,2599.21855,2003.38524,4975.26013,1903.9061591735845,1972.1352397912603,2655.46856,3176.50458,2915.79862,2682.870369976807,2393.5184882238773,12478.0088,6819.7339600000005,13142.6504,0,1,Sunday,91,13,9,7
2018-04-01 00:00:00+00:00,147.270375,2913.36793,3188.5415236560057,2773.524220339355,38047.2245,4544.18636,801.83005,969.7264299999999,942.1513600000001,905.19392,2506.58794,3083.61966,2183.91753,109.112824,25204.5866,27768.0869,27798.8727,152.714355,39929.3542,23953.0088,52758.3781,29969.3994,58721.1368,37645.4635,44422.9179,50944.016,26970.0966,46887.7305,42064.5124,39194.9066,45045.8314,41991.9731,27413.0391,10057.9547,19842.1512,11937.7456,5383.13924,2704.94773,1973.1769299999999,4261.45816,1901.8228172662357,1926.5623665942392,2420.31229,2326.3888144323732,3003.18286,2827.54632,2358.7962551660153,11847.5114,4690.10433,12601.8518,0,1,Sunday,91,13,0,7
2018-04-01 01:00:00+00:00,147.254637,2880.94611,3186.4147932775873,2756.1196937561053,38054.1663,4473.95323,815.58151,969.4008699999999,942.76623,905.54113,2421.16924,3154.60941,2235.05273,112.182106,25213.6189,27770.9117,27796.7973,152.757221,39931.3726,23959.2699,52767.1245,29981.7223,58761.9259,37643.7714,44386.4462,50957.5372,27097.6495,46807.1522,41992.3678,39399.5364,44777.6022,41731.1342,27625.614,10184.18,19903.3366,12243.6123,5945.41987,2890.88524,1944.27071,4155.20814,1964.8435299999999,1973.1769271118167,2392.70811,2593.1713,2839.9884700000002,2632.52312,2358.2175624401857,10841.1461,4403.06712,12224.2472,0,1,Sunday,91,13,1,7
2018-04-01 02:00:00+00:00,147.217251,2939.58319,3180.6422432275394,2735.5901437060547,38065.6243,4501.01258,815.7985,969.6468199999999,940.068,905.5339,2430.38339,3096.05346,2213.84679,110.210813,25216.0411,27798.4693,27803.1375,152.83548100000002,39955.3748,23963.1823,52789.078,29979.4232,58782.367,37656.1544,44432.7463,51004.5246,27203.5799,46834.6585,42139.2462,39746.7588,45631.7687,42282.2883,27678.0844,10151.8556,19906.6397,12138.153,6306.72435,2858.072750926514,1855.4686691735844,3951.56231,1992.1873531427007,1936.4581996368413,2396.3539532971195,2533.85411,3054.10881,2906.8287220617676,2308.7383938378903,10416.9562,4550.92593,12599.8262,0,1,Sunday,91,13,2,7
2018-04-01 03:00:00+00:00,147.274309,2919.27078,3178.55909,2713.107513945312,38005.0193,4395.38262,816.26149,969.56,941.31948,905.49048,2388.17612,3291.70083,2294.49695,107.861451,25222.7125,27772.2809,27800.8249,152.97547600000001,39941.5567,23964.4674,52816.1533,29969.3228,58773.1923,37661.9724,44401.284,50988.2672,26871.258,46844.6586,41990.3777,39324.5368,44565.1022,41972.7262,27574.0862,10381.234,20248.1465,12101.0165,5796.95818,2523.69772,1841.92706,4086.45816,1874.4790831427006,1878.9062156677253,2377.6039499999997,3048.9004800000002,3224.82637,2733.5069868261717,2300.0577989807125,12263.3102,6278.35645,13360.8215,0,1,Sunday,91,13,3,7
2018-04-01 04:00:00+00:00,147.227091,2899.60931,3172.0919988647465,2707.8558295129405,38099.1892,4208.99011,815.11132,969.08983,942.12968,905.72194,2381.05204,3283.4104,2336.55381,112.735432,25226.0661,27762.7773,27799.5213,152.83181100000002,39343.4089,23591.1709,51964.6984,28775.544,58022.0743,37069.5381,43897.2117,49668.1138,26245.5578,46972.0208,42324.8778,39735.1851,46240.1014,42422.5581,28453.452,10734.5048,20559.8019,12233.1501,6394.4716499999995,2624.47896,1807.55207,4096.35394,1878.1249629882816,1858.5936578839119,2374.7393899999997,3398.72683,4153.6458,3554.39813,2311.921251683349,12785.0114,6850.69434,12698.4953,0,1,Sunday,91,13,4,7
2018-04-01 05:00:00+00:00,147.23496,2833.28988,3168.70629,2722.135312022705,38020.8324,4437.93084,816.1746400000001,969.7843,941.9343200000001,905.46882,2214.3581400000003,3030.08813,2186.13123,111.397667,25221.7112,27776.3225,27780.6495,152.617324,39031.875,23400.5563,51509.0123,26982.0029,56960.7105,36795.631,42783.8243,48006.4212,24092.5541,46748.6221,42038.5846,39370.8331,44789.0602,42151.8877,26995.1645,10902.249,20737.1177,12122.2756,6139.85141,2599.73937,2015.62486,3728.90605,1885.9374448956303,1871.0937032971196,2261.718564741211,3270.83337,3752.31482,2935.47451,2360.53238447876,11070.0232,5471.93291,12891.2038,0,1,Sunday,91,13,5,7
2018-04-01 06:00:00+00:00,147.259553,2827.60405,3161.02405,2701.7359865747067,38028.8189,4487.53424,816.18189,969.87109,939.64849,905.47605,2283.00003,3149.4656,2120.70378,98.668209,25213.5265,27767.5054,27787.8919,152.711653,38997.6327,23397.4428,51508.5801,26952.6599,56928.3915,36780.662,42013.2476,50778.2397,36739.738339999996,44346.9301,41983.6705,38480.5546,43604.6858,41791.6189,23899.9895,10735.3668,20462.7562,11704.3384,6039.22395,2657.5519,1986.7186,4129.4269,1815.3645550500491,1865.6249432971197,2324.739424741211,3306.4236100000003,3133.9699100000003,2524.3055343395995,2317.129586849365,12302.662,5936.92139,12681.1338,0,1,Sunday,91,13,6,7
2018-04-01 07:00:00+00:00,147.255618,2821.2239,3150.390582868653,2699.7829035864265,38021.0643,4412.65618,815.17641,969.24172,939.63394,904.94072,2304.91528,3154.90826,2192.70913,109.836331,25203.3285,27758.4929,27781.4998,152.639931,38989.097,23397.5143,51507.4583,26958.666400000002,56931.140699999996,36760.7458,41984.7786,50955.0978,25057.5152,45397.475,42074.7437,39632.8701,44908.852100000004,41691.0713,23898.5391,10462.2527,20405.6819,11816.58,6533.78929,2634.37476,2076.3019091735846,3735.15605,1846.0937031427006,1874.9998764398201,2322.1351999999997,3340.27775,3142.07179,2527.777790640869,2388.020804810791,14268.807999999999,6925.0577,12404.5139,0,1,Sunday,91,13,7,7
2018-04-01 08:00:00+00:00,147.233974,2790.01727,3147.1787873010253,2666.753374512939,38058.4487,4430.92933,801.03434,969.79152,940.69735,905.2879800000001,2335.5188,3107.10705,2134.85316,110.88952,25213.1072,27769.6557,27741.9283,152.257535,39006.3589,23399.6647,51547.8868,26969.4394,56973.2864,36791.0256,42037.0463,51001.651,16957.49698,46700.1408,42061.5927,39593.0548,45331.248,42120.5389,24145.6582,10337.2095,20139.0471,11810.9862,5965.41971,2669.53104,1904.16662,3834.11436,1847.3958072662358,1864.062391853028,2302.86442154419,3316.55093,3730.61341,2641.49308,2327.835605073242,11993.3449,6581.30765,12869.7916,0,1,Sunday,91,13,8,7
2018-04-01 09:00:00+00:00,147.229058,2786.06757,3137.2829476098627,2695.8766467834475,38151.0407,4396.17332,800.7522,969.69025,940.58888,905.23733,2418.11037,3161.38459,2231.10788,106.613494,25213.9791,27789.231,27791.3308,152.754609,39013.7769,23401.0356,51568.7498,26985.8284,56978.599,36768.8931,41987.0134,51005.9706,32271.5168,43941.318699999996,42036.9067,39546.7583,44496.3522,41905.1471,24122.7199,10241.8335,19562.9581,11549.0538,5403.94043,2599.21855,2003.38524,4975.26013,1903.9061591735845,1972.1352397912603,2655.46856,3176.50458,2915.79862,2682.870369976807,2393.5184882238773,12478.0088,6819.7339600000005,13142.6504,0,1,Sunday,91,13,9,7
2018-04-01 00:00:00+00:00,147.270375,2913.36793,3188.5415236560057,2773.524220339355,38047.2245,4544.18636,801.83005,969.7264299999999,942.1513600000001,905.19392,2506.58794,3083.61966,2183.91753,109.112824,25204.5866,27768.0869,27798.8727,152.714355,39929.3542,23953.0088,52758.3781,29969.3994,58721.1368,37645.4635,44422.9179,50944.016,26970.0966,46887.7305,42064.5124,39194.9066,45045.8314,41991.9731,27413.0391,10057.9547,19842.1512,11937.7456,5383.13924,2704.94773,1973.1769299999999,4261.45816,1901.8228172662357,1926.5623665942392,2420.31229,2326.3888144323732,3003.18286,2827.54632,2358.7962551660153,11847.5114,4690.10433,12601.8518,0,1,Sunday,91,13,0,7
2018-04-01 01:00:00+00:00,147.254637,2880.94611,3186.4147932775873,2756.1196937561053,38054.1663,4473.95323,815.58151,969.4008699999999,942.76623,905.54113,2421.16924,3154.60941,2235.05273,112.182106,25213.6189,27770.9117,27796.7973,152.757221,39931.3726,23959.2699,52767.1245,29981.7223,58761.9259,37643.7714,44386.4462,50957.5372,27097.6495,46807.1522,41992.3678,39399.5364,44777.6022,41731.1342,27625.614,10184.18,19903.3366,12243.6123,5945.41987,2890.88524,1944.27071,4155.20814,1964.8435299999999,1973.1769271118167,2392.70811,2593.1713,2839.9884700000002,2632.52312,2358.2175624401857,10841.1461,4403.06712,12224.2472,0,1,Sunday,91,13,1,7
2018-04-01 02:00:00+00:00,147.217251,2939.58319,3180.6422432275394,2735.5901437060547,38065.6243,4501.01258,815.7985,969.6468199999999,940.068,905.5339,2430.38339,3096.05346,2213.84679,110.210813,25216.0411,27798.4693,27803.1375,152.83548100000002,39955.3748,23963.1823,52789.078,29979.4232,58782.367,37656.1544,44432.7463,51004.5246,27203.5799,46834.6585,42139.2462,39746.7588,45631.7687,42282.2883,27678.0844,10151.8556,19906.6397,12138.153,6306.72435,2858.072750926514,1855.4686691735844,3951.56231,1992.1873531427007,1936.4581996368413,2396.3539532971195,2533.85411,3054.10881,2906.8287220617676,2308.7383938378903,10416.9562,4550.92593,12599.8262,0,1,Sunday,91,13,2,7
2018-04-01 03:00:00+00:00,147.274309,2919.27078,3178.55909,2713.107513945312,38005.0193,4395.38262,816.26149,969.56,941.31948,905.49048,2388.17612,3291.70083,2294.49695,107.861451,25222.7125,27772.2809,27800.8249,152.97547600000001,39941.5567,23964.4674,52816.1533,29969.3228,58773.1923,37661.9724,44401.284,50988.2672,26871.258,46844.6586,41990.3777,39324.5368,44565.1022,41972.7262,27574.0862,10381.234,20248.1465,12101.0165,5796.95818,2523.69772,1841.92706,4086.45816,1874.4790831427006,1878.9062156677253,2377.6039499999997,3048.9004800000002,3224.82637,2733.5069868261717,2300.0577989807125,12263.3102,6278.35645,13360.8215,0,1,Sunday,91,13,3,7
2018-04-01 04:00:00+00:00,147.227091,2899.60931,3172.0919988647465,2707.8558295129405,38099.1892,4208.99011,815.11132,969.08983,942.12968,905.72194,2381.05204,3283.4104,2336.55381,112.735432,25226.0661,27762.7773,27799.5213,152.83181100000002,39343.4089,23591.1709,51964.6984,28775.544,58022.0743,37069.5381,43897.2117,49668.1138,26245.5578,46972.0208,42324.8778,39735.1851,46240.1014,42422.5581,28453.452,10734.5048,20559.8019,12233.1501,6394.4716499999995,2624.47896,1807.55207,4096.35394,1878.1249629882816,1858.5936578839119,2374.7393899999997,3398.72683,4153.6458,3554.39813,2311.921251683349,12785.0114,6850.69434,12698.4953,0,1,Sunday,91,13,4,7
2018-04-01 05:00:00+00:00,147.23496,2833.28988,3168.70629,2722.135312022705,38020.8324,4437.93084,816.1746400000001,969.7843,941.9343200000001,905.46882,2214.3581400000003,3030.08813,2186.13123,111.397667,25221.7112,27776.3225,27780.6495,152.617324,39031.875,23400.5563,51509.0123,26982.0029,56960.7105,36795.631,42783.8243,48006.4212,24092.5541,46748.6221,42038.5846,39370.8331,44789.0602,42151.8877,26995.1645,10902.249,20737.1177,12122.2756,6139.85141,2599.73937,2015.62486,3728.90605,1885.9374448956303,1871.0937032971196,2261.718564741211,3270.83337,3752.31482,2935.47451,2360.53238447876,11070.0232,5471.93291,12891.2038,0,1,Sunday,91,13,5,7
2018-04-01 06:00:00+00:00,147.259553,2827.60405,3161.02405,2701.7359865747067,38028.8189,4487.53424,816.18189,969.87109,939.64849,905.47605,2283.00003,3149.4656,2120.70378,98.668209,25213.5265,27767.5054,27787.8919,152.711653,38997.6327,23397.4428,51508.5801,26952.6599,56928.3915,36780.662,42013.2476,50778.2397,36739.738339999996,44346.9301,41983.6705,38480.5546,43604.6858,41791.6189,23899.9895,10735.3668,20462.7562,11704.3384,6039.22395,2657.5519,1986.7186,4129.4269,1815.3645550500491,1865.6249432971197,2324.739424741211,3306.4236100000003,3133.9699100000003,2524.3055343395995,2317.129586849365,12302.662,5936.92139,12681.1338,0,1,Sunday,91,13,6,7
2018-04-01 07:00:00+00:00,147.255618,2821.2239,3150.390582868653,2699.7829035864265,38021.0643,4412.65618,815.17641,969.24172,939.63394,904.94072,2304.91528,3154.90826,2192.70913,109.836331,25203.3285,27758.4929,27781.4998,152.639931,38989.097,23397.5143,51507.4583,26958.666400000002,56931.140699999996,36760.7458,41984.7786,50955.0978,25057.5152,45397.475,42074.7437,39632.8701,44908.852100000004,41691.0713,23898.5391,10462.2527,20405.6819,11816.58,6533.78929,2634.37476,2076.3019091735846,3735.15605,1846.0937031427006,1874.9998764398201,2322.1351999999997,3340.27775,3142.07179,2527.777790640869,2388.020804810791,14268.807999999999,6925.0577,12404.5139,0,1,Sunday,91,13,7,7
